time,frame_id,marker_id,pos_x,pos_y,pos_z
63.3564,0,8296,1.313345,0.039750,0.678037
63.3666,0,8202,1.389799,0.031664,0.058152
63.3666,0,8248,-0.007103,0.013066,0.639994
63.3666,0,8251,0.009705,0.002695,-0.002746
63.3666,0,8296,1.313347,0.039762,0.678035
63.3780,0,8202,1.389815,0.031687,0.058175
63.3780,0,8248,-0.007119,0.013071,0.639992
63.3780,0,8251,0.009703,0.002707,-0.002742
63.3780,0,8296,1.313340,0.039762,0.678034
63.3887,0,8202,1.389788,0.031685,0.058174
63.3887,0,8248,-0.007127,0.013078,0.639991
63.3887,0,8251,0.009689,0.002697,-0.002744
63.3887,0,8296,1.313330,0.039747,0.678045
63.3995,0,8202,1.389793,0.031715,0.058188
63.3995,0,8248,-0.007130,0.013075,0.639998
63.3995,0,8251,0.009683,0.002706,-0.002737
63.3995,0,8296,1.313324,0.039767,0.678040
63.4106,0,8202,1.389779,0.031688,0.058164
63.4106,0,8248,-0.007148,0.013077,0.639989
63.4106,0,8251,0.009678,0.002687,-0.002752
63.4106,0,8296,1.313320,0.039757,0.678040
63.4217,0,8202,1.389772,0.031689,0.058169
63.4217,0,8248,-0.007149,0.013075,0.639987
63.4217,0,8251,0.009673,0.002714,-0.002742
63.4217,0,8296,1.313304,0.039738,0.678042
63.4325,0,8202,1.389788,0.031713,0.058184
63.4325,0,8248,-0.007148,0.013085,0.639986
63.4325,0,8251,0.009674,0.002714,-0.002740
63.4325,0,8296,1.313316,0.039776,0.678036
63.4433,0,8202,1.389781,0.031698,0.058175
63.4433,0,8248,-0.007140,0.013082,0.639985
63.4433,0,8251,0.009676,0.002691,-0.002746
63.4433,0,8296,1.313301,0.039745,0.678038
63.4545,0,8202,1.389782,0.031708,0.058180
63.4545,0,8248,-0.007146,0.013080,0.639979
63.4545,0,8251,0.009666,0.002719,-0.002740
63.4545,0,8296,1.313309,0.039758,0.678039
63.4655,0,8202,1.389768,0.031692,0.058169
63.4655,0,8248,-0.007156,0.013083,0.639981
63.4655,0,8251,0.009666,0.002702,-0.002746
63.4655,0,8296,1.313299,0.039776,0.678031
63.4780,0,8202,1.389752,0.031665,0.058151
63.4780,0,8248,-0.007166,0.013077,0.639986
63.4780,0,8251,0.009650,0.002712,-0.002741
63.4780,0,8296,1.313297,0.039787,0.678033
63.4892,0,8202,1.389739,0.031673,0.058159
63.4892,0,8248,-0.007180,0.013080,0.639984
63.4892,0,8251,0.009640,0.002723,-0.002738
